"","CoreAssociationScore","HealthAssociationScore","StabilityAssociationScore","HAC_Score","HAC_Score_RankScaled","quadrant","quadrant2","quadrant3"
"Pseudoramibacter_alactolyticus",0,0.192141127323364,0.285716062153843,0.0640470424411213,0.140562248995984,"Q3","Q3","Q3"
"Treponema_parvum",0,0.189473572682691,0.634645695579127,0.0631578575608969,0.13855421686747,"Q3","Q3","Q3"
"Gemmiger_formicilis",0,0.599159956408549,0.186710757163291,0.0622369190544305,0.136546184738956,"Q3","Q3","Q3"
"Wolinella_succinogenes",0,0.778687715686868,0.186167743123024,0.0620559143743413,0.134538152610442,"Q3","Q2","Q4"
"Megamonas_funiformis",0,0.636316320558616,0.18220475313272,0.0607349177109067,0.132530120481928,"Q3","Q3","Q3"
"Odoribacter_splanchnicus",0,0.181945672135779,0.246385824661544,0.0606485573785931,0.130522088353414,"Q3","Q3","Q3"
"Phascolarctobacterium_faecium",0,0.181343968840185,0.408408168307347,0.060447989613395,0.1285140562249,"Q3","Q3","Q3"
"Streptococcus_anginosus",0.683561643835616,0.0236135496760913,0.132779062660511,0.0600020540042313,0.126506024096386,"Q3","Q3","Q3"
"Parabacteroides_distasonis",0,0.175502714375088,0.567479285923034,0.0585009047916961,0.124497991967871,"Q3","Q3","Q3"
"Pyramidobacter_piscolens",0,0.49558545740752,0.175378771487744,0.0584595904959148,0.122489959839357,"Q3","Q3","Q3"
"Coprococcus_catus",0,0.173608403463099,0.299332562184065,0.0578694678210329,0.120481927710843,"Q3","Q3","Q3"
"Fusobacterium_canifelinum",0,0.170956388367541,0.1995353275867,0.0569854627891802,0.118473895582329,"Q3","Q3","Q3"
"Roseburia_inulinivorans",0,0.421341647999031,0.168746037501486,0.0562486791671621,0.116465863453815,"Q3","Q3","Q3"
"Bacteroides_caccae",0,0.165991907327804,0.264550308088026,0.0553306357759346,0.114457831325301,"Q3","Q3","Q3"
"Actinomyces_radicidentis",0,0.164343807390365,0.570318554170083,0.0547812691301219,0.112449799196787,"Q3","Q3","Q3"
"Corynebacterium_kroppenstedtii",0,0.164343807390365,0.570457526736686,0.0547812691301218,0.110441767068273,"Q3","Q3","Q3"
"Bacteroides_plebeius",0,0.164268935036629,0.440872300803943,0.0547563116788764,0.108433734939759,"Q3","Q3","Q3"
"Necropsobacter_rosorum",0,0.432126495933483,0.161723788620603,0.0539079295402009,0.106425702811245,"Q3","Q3","Q3"
"Parasutterella_excrementihominis",0,0.159150572137797,0.410570114048081,0.0530501907125992,0.104417670682731,"Q3","Q3","Q3"
"Rhodococcus_erythropolis",0,0.614823716978467,0.159123388424905,0.0530411294749684,0.102409638554217,"Q3","Q3","Q3"
"Clostridium_bartlettii",0,0.15400587273718,0.405260818854917,0.0513352909123933,0.100401606425703,"Q3","Q3","Q3"
"Paludibacter_propionicigenes",0,0.647011362031039,0.151511000817124,0.0505036669390415,0.0983935742971888,"Q3","Q3","Q3"
"Streptococcus_intermedius",0,0.497912050210894,0.149477745036684,0.0498259150122279,0.0963855421686747,"Q3","Q3","Q3"
"Lactobacillus_oris",0,0.149270448628686,0.56034587214942,0.0497568162095619,0.0943775100401606,"Q3","Q3","Q3"
"Dorea_formicigenerans",0,0.325623095396662,0.146927570996552,0.0489758569988508,0.0923694779116466,"Q3","Q3","Q3"
"Bacteroides_fragilis",0,0.146405521583823,0.249636500797988,0.0488018405279409,0.0903614457831325,"Q3","Q3","Q3"
"Pseudomonas_stutzeri",0,0.215351254263284,0.145473030307708,0.0484910101025693,0.0883534136546185,"Q3","Q3","Q3"
"Clostridium_ramosum",0,0.268212851405623,0.144478529442625,0.0481595098142084,0.0863453815261044,"Q3","Q3","Q3"
"Fusobacterium_necrophorum",0,0.143520413311538,0.343118966568222,0.0478401377705126,0.0843373493975904,"Q3","Q3","Q3"
"Actinomyces_timonensis",0,0.143042017315493,0.570713387728951,0.0476806724384978,0.0823293172690763,"Q3","Q3","Q3"
"Dolosigranulum_pigrum",0,0.267687433149684,0.141478736576776,0.0471595788589253,0.0803212851405622,"Q3","Q3","Q3"
"Roseburia_intestinalis",0,0.188844019293253,0.140956282056529,0.0469854273521763,0.0783132530120482,"Q3","Q3","Q3"
"Achromobacter_xylosoxidans",0,0.266910254081653,0.140032215146862,0.0466774050489539,0.0763052208835341,"Q3","Q3","Q3"
"Fusicatenibacter_saccharivorans",0,0.24577475732074,0.139065563704042,0.0463551879013474,0.0742971887550201,"Q3","Q3","Q3"
"Alistipes_finegoldii",0,0.138526770398176,0.302767261909669,0.0461755901327252,0.072289156626506,"Q3","Q3","Q3"
"Prevotella_multisaccharivorax",0,0.137223365825109,0.176604279149249,0.0457411219417032,0.070281124497992,"Q3","Q3","Q3"
"Lactobacillus_gasseri",0,0.157788238380658,0.136143889061398,0.0453812963537994,0.0682730923694779,"Q3","Q3","Q3"
"Akkermansia_muciniphila",0,0.133710217755444,0.673064678216958,0.0445700725851481,0.0662650602409639,"Q3","Q3","Q3"
"Streptococcus_troglodytae",0,0.432126495933483,0.133670194354658,0.0445567314515526,0.0642570281124498,"Q3","Q3","Q3"
"Barnesiella_intestinihominis",0,0.428092268571775,0.130550481348308,0.0435168271161027,0.0622489959839357,"Q3","Q3","Q3"
"Clostridium_lactatifermentans",0,0.127991160622389,0.324453965350683,0.042663720207463,0.0602409638554217,"Q3","Q3","Q3"
"Lactobacillus_reuteri",0,0.133704466105629,0.127849139117037,0.0426163797056791,0.0582329317269076,"Q3","Q3","Q3"
"Turicibacter_sanguinis",0,0.816302092793284,0.127841626374805,0.0426138754582685,0.0562248995983936,"Q3","Q2","Q4"
"Intestinimonas_butyriciproducens",0,0.31585195051563,0.118538812820578,0.0395129376068595,0.0542168674698795,"Q3","Q3","Q3"
"Acidithiobacillus_thiooxidans",0,0.69674688704567,0.117172152472078,0.0390573841573595,0.0522088353413655,"Q3","Q3","Q3"
"Actinomyces_viscosus",0,0.116718027890456,0.568939868286608,0.0389060092968188,0.0502008032128514,"Q3","Q3","Q3"
"Lactobacillus_animata",0,0.113942200964663,0.152140613778595,0.0379807336548876,0.0481927710843374,"Q3","Q3","Q3"
"Finegoldia_magna",0,0.112701963633428,0.251152512963543,0.0375673212111427,0.0461847389558233,"Q3","Q3","Q3"
"Lactobacillus_crispatus",0,0.112695102016105,0.489973173503459,0.0375650340053683,0.0441767068273092,"Q3","Q3","Q3"
"Agrobacterium_tumefaciens",0,0.432126495933483,0.107157327613443,0.0357191092044811,0.0421686746987952,"Q3","Q3","Q3"
"Acinetobacter_junii",0,0.680479405057416,0.0915311559827576,0.0305103853275859,0.0401606425702811,"Q3","Q3","Q3"
"Streptococcus_equinus",0,0.266910254081653,0.0882987958391811,0.0294329319463937,0.0381526104417671,"Q3","Q3","Q3"
"Enterococcus_faecalis",0,0.243062501261327,0.086690713871964,0.028896904623988,0.036144578313253,"Q3","Q3","Q3"
"Blautia_faecis",0,0.229179027668463,0.0827642262162475,0.0275880754054159,0.034136546184739,"Q3","Q3","Q3"
"Bacillus_subtilis",0,0.614823716978467,0.0825689448701922,0.0275229816233975,0.0321285140562249,"Q3","Q3","Q3"
"Lactobacillus_casei",0,0.164343807390365,0.0760944284532473,0.0253648094844158,0.0301204819277108,"Q3","Q3","Q3"
"Saccharofermentans_acetigenes",0,0.376776149825432,0.0758031676019618,0.0252677225339873,0.0281124497991968,"Q3","Q3","Q3"
"Actinomyces_israelii",0,0.0717164133922625,0.560981535831387,0.0239054711307542,0.0261044176706827,"Q3","Q3","Q3"
"Alloscardovia_omnicolens",0,0.0702288551189683,0.603364483132432,0.0234096183729895,0.0240963855421687,"Q3","Q3","Q3"
"Moraxella_osloensis",0,0.614823716978467,0.0670812411231321,0.0223604137077107,0.0220883534136546,"Q3","Q3","Q3"
"Atopobium_minutum",0,0.219875078202256,0.0574168063227293,0.0191389354409098,0.0200803212851406,"Q3","Q3","Q3"
"Howardella_ureilytica",0,0.05607202680067,0.322994943866731,0.0186906756002234,0.0180722891566265,"Q3","Q3","Q3"
"Lactobacillus_salivarius",0,0.0502365239853888,0.415415769534192,0.0167455079951296,0.0160642570281124,"Q3","Q3","Q3"
"Lactobacillus_rhamnosus",0,0.225892212064338,0.0444223462770513,0.0148074487590171,0.0140562248995984,"Q3","Q3","Q3"
"Bifidobacterium_dentium",0,0.0391647999031301,0.640732907506566,0.0130549333010434,0.0120481927710843,"Q3","Q3","Q3"
"Prevotella_bivia",0,0.0341570301305725,0.152676584890853,0.0113856767101909,0.0100401606425703,"Q3","Q3","Q3"
"Lactobacillus_johnsonii",0,0.0800320881516014,0.0322706134830181,0.0107568711610061,0.00803212851405622,"Q3","Q3","Q3"
"Bryobacter_aggregatus",0,0.432126495933483,0.0291382061727356,0.00971273539091191,0.00602409638554217,"Q3","Q3","Q3"
"Ruminococcus_obeum",0,0.489856107848479,0.026894705672817,0.00896490189093905,0.00401606425702811,"Q3","Q3","Q3"
"Lactobacillus_fermentum",0,0.00612449799196787,0.198635959848403,0.00204149933065599,0.00200803212851406,"Q3","Q3","Q3"
"Gemmatimonas_aurantiaca",0,0.609427660390305,0.0004491747340849,0.000149724911361688,0,"Q3","Q3","Q3"
